coffee name,coffee rating,roaster name,roaster country/state,roaster city,coffee origin country,coffee origin city,roast level,whole bean (agtron),after grinding (agtron),price,pricing unit (g),review date,aroma,acidity,body,flavor,aftertaste,blind ass (paragraph),species (paragraph)
Indonesia Blue Batak Peaberry,94,Bird Rock Coffee Roasters,California,['La Jolla'],['Indonesia'],['Northern Sumatra'],Medium-Dark,39.0,53.0,,,January 2010,9.0,8.0,8.0,9.0,9.0,"Pungent, roast-influenced citrus reads as grapefruit in aroma and cup, supported by backgrounded aromatic wood and leafy earth notes. Round, resonant acidity, deep natural sweetness, syrupy body. The grapefruit and earth notes carry into a long, opulent finish.","Blue Batak is a particularly refined version of the traditional style of fruity, earthy Sumatra coffee. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler that focuses on organic and socially responsible coffees. Visit www.birdrockcoffee.com or call 858-551-1707 for more information."
Romance by Paradise,94,Paradise Roasters,Minnesota,['Ramsey'],['Indonesia.'],['Southwestern Ethiopia; northern Sumatra'],Light,62.0,89.0,,,January 2010,9.0,8.0,8.0,9.0,9.0,"Crisp, sweetly pungent aroma: tart berry, lemon, nut, aromatic wood. In the cup delicately rich acidity, silky mouthfeel. Continued tart yet lushly sweet berry notes with a hint of earth complicate the aromatic wood notes. Long, flavor-saturated finish.","This lighter-roasted blend is based on the traditional Mocha-Java formula. It combines a particularly distinguished traditionally processed Sumatra - Blue Batak - in place of the original Java, and a ""natural"" or dried-in-the-fruit coffee from southern Ethiopia that presents an arguably cleaner, more refined alternative to the original Yemen Mocha. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed, and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Ethiopia Yirgacheffe Koke,94,Barismo,Massachusetts,['Arlington'],['southern Ethiopia.'],"['Yirgacheffe growing region', ' Sidamo Province']",Medium,51.0,70.0,,,December 2009,9.0,8.0,8.0,9.0,9.0,"Pungent aroma of mixed fruit, a fir-like wood and honey. These aromatic notes grow more intense and complex in the cup, displaying suggestions of herb and a more fragrant, cedar-toned wood. The fruit notes - berry, stone fruit, citrus and black currant - become more prominent as the cup cools, persisting in a long, flavor-rich finish.","The first in a new line of single-origin espresso offered by Barismo, referred to as the Grand Cru Espresso Series. Koke is a particularly high-elevation district within the famed Yirgacheffe growing region, as well as the name of a wet mill or washing station in the area. Barismo is a small batch roaster and retailer focused on estate coffees and manual brewing methods. Visit www.barismo.com or call 339-368-7300 for more information."
Kenya Gichathaini,94,Intelligentsia Coffee,Illinois,['Chicago'],['south-central Kenya.'],['Nyeri growing region'],Medium-Light,52.0,82.0,,,December 2009,9.0,8.0,8.0,9.0,8.0,"Intense aroma: round fruitiness suggesting black currant, mixed berries, lemon, toast, soft night flowers. Bright-toned acidity, medium body with a delicately syrupy mouthfeel and a particularly juicy tartness suggesting something like Satsuma oranges in syrup, together with continuing notes of flowers and berries, all lingering deeply into the finish.","Gichathaini is one of three cooperative green-coffee processing centers run by the Gikanda Cooperative Society. With operations in the Chicago and Los Angeles areas, Intelligentsia is a distinguished specialty roaster and a leader in sourcing and roasting small, exceptional lots of coffee like this one. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more information."
"Ethiopia Washed Yirgacheffe, Koke Grade 1",97,Simon Hsieh's Aroma Roast Coffees,Taiwan,['Taoyuan'],['southern Ethiopia.'],"['Yirgacheffe growing region', ' Sidamo Province']",Medium-Light,49.0,78.0,,,December 2009,9.0,8.0,8.0,10.0,9.0,"Startlingly intense, sweet-toned notes of ripe lemon, baker's chocolate and night flowers runs through the profile aroma through finish. Roundly rich acidity, plush mouthfeel. The baker's chocolate sweetens toward a crisp bittersweet chocolate in the cup and finish.","Koke is a particularly high-elevation district within the famed Yirgacheffe growing region, as well as the name of a wet mill or washing station in the area. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also runs Soaring Phoenix Trading, a business focused on high quality green single-origin coffees and commercial espresso blends. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information."
Kenya AA Top,96,Simon Hsieh's Aroma Roast Coffees,Taiwan,['Taoyuan'],['Kenya'],[],Medium,49.0,64.0,,,December 2009,9.0,8.0,8.0,10.0,9.0,"Deep and penetrating floral aroma: orangy sweetness and blackberries. Gentle acidity, smooth mouthfeel, and an intense, flavor-saturated character in the cup: classic black currant notes mingle forcefully with the concentrated sweetness of dried berries and flowers. Long, intensely sweet finish with the flavor notes delicately lingering and softening toward a fruit-toned chocolate. ","In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also runs Soaring Phoenix Trading, a business focused on high quality green single-origin coffees and commercial espresso blends. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information."
Costa Rica Finca Cerro Palado,95,PT's Coffee Roasting Co.,Kansas,['Topeka'],['central Costa Rica.'],['Tarrazu growing region'],Medium-Light,55.0,77.0,,,December 2009,8.0,8.0,9.0,9.0,9.0,"Delicate, tartly crisp profile. In the aroma pungent nut, semi-sweet chocolate. In the cup balanced acidity, silky mouthfeel, intense sweetness with continued nut and dry chocolate notes. Very sweet, very long, flavor-saturated finish.","PT's is a quality-oriented wholesale/retail specialty roaster with a wide and refined selection of coffee blends and origins. The PT's motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information."
La Esmeralda,95,Terroir Coffee,Massachusetts,['Acton'],['western Panama'],['Boquete growing region'],Medium-Light,55.0,82.0,,,December 2009,9.0,8.0,8.0,9.0,9.0,"Intense cocoa, lemon and floral notes in the aroma. In the cup rich acidity, lightly syrupy body, dry lemony cocoa, lush night flowers, and a distinct spice note suggesting nutmeg, all carrying majestically into the long, deeply flavor-saturated finish.","Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee. With its long, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues as one of the world's most unique coffees. This particular lot is known as Mario Carnival. ""Mario"" refers to the area of the farm in which the coffee was grown, and ""Carnaval"" the time of year when this particular lot was harvested, relatively early during February, thus associating it with pre-Lenten Carnaval festivities. Terroir is a microroaster focusing on elite single-origin coffees. It is a pioneer in the revival of medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information."
Sumatra Danau Toba,94,Paradise Roasters,Minnesota,['Ramsey'],['Indonesia'],['Northern Sumatra'],Medium-Light,58.0,73.0,,,November 2009,9.0,8.0,8.0,9.0,9.0,"Sweetly pungent fruit and fresh earth notes throughout the profile. Crisp and grapefruit-like in the aroma, in the cup rich with moist, just decaying fallen leaves and deeper fruit notes; tart cherry perhaps. Leanish but silky mouthfeel. Very sweet, almost sugary in the flavor-saturated finish.","Danau Toba, the largest volcanic lake in the world, is the name Paradise applies to this blend of two Sumatra coffees: Lake Tawar from Aceh Province and Blue Batak from North Sumatra. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Kenya Githiru,95,Klatch Coffee,California,['San Dimas'],['South-central Kenya'],[],Medium-Light,53.0,75.0,,,November 2009,9.0,8.0,8.0,9.0,9.0,"Subtle flower-toned aroma with distinct notes of tangerine. Brightly balanced acidity, smooth mouthfeel with delicate yet sustained flavors: more flowers, milky chocolate, and fruit suggesting cherry and black currant. Clean finish with the sweet fruit character gently carrying into the long.","Despite national coffee leadership marked by confusion and recent social disorder, Kenya cooperatives continue to produce some of the world's most elegant and distinctive coffees. Coffee Klatch is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Coffee Klatch espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information."
Panama Elida Estate Natural,95,PT's Coffee Roasting Co.,Kansas,['Topeka'],['western Panama'],['Boquete growing region'],Medium-Light,55.0,79.0,,,November 2009,9.0,8.0,8.0,9.0,9.0,"Complex aromatic profile - spice notes read as cinnamon and cardamom, ripe stone-fruit sweetness and suggestions of chocolate. In the cup a syrupy mouthfeel supports an intense fruit character: honey-like Casaba melon, plum, nectarine. Cinnamon makes a return appearance in the smooth, caramelly finish. ","Produced by the award-winning Elida Estate, this is a dry- or ""natural-"" processed coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with the wet-processed or ""washed"" coffees more typical of Panama and Central America. Roasted at PT's Coffee, where the motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information."
Fair Trade Organic Ethiopia Yirgacheffe,94,Green Mountain Coffee,Vermont,['Waterbury'],['southern Ethiopia.'],"['Yirgacheffe growing region', ' Sidamo Province']",Medium,45.0,61.0,,,November 2009,9.0,8.0,8.0,9.0,8.0,"Intensely aromatic yet finely balanced. The rich aroma is dominated by a pungent cedar sensation with backgrounded caramelly chocolate sweetness and a hint of flowers. The chocolaty fruit and night floral notes move lushly forward in the cup, persisting into the finish. Soft acidity, lightly syrupy mouthfeel.","This coffee is certified organically grown and Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.GreenMountainCoffee.com or call 888-879-4627 for more information."
Hacienda La Esmeralda Special Mario Carnaval,96,PT's Coffee Roasting Co.,Kansas,['Topeka'],['western Panama'],['Boquete growing region'],Light,59.0,99.0,,,September 2009,8.0,9.0,9.0,10.0,9.0,"Delicately rich, balanced but gracefully intense coffee. High-toned aroma with flowers, nut and a hint of pungent cedar. Richly tart, opulent acidity; full, lightly syrupy mouthfeel.  The flavor is dominated by voluptuous notes of night flowers, orange, tart cherry, nut, all of which coast into a long, deep, clean finish.","Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee. With its long, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. ""Mario"" refers to the area of the farm in which the coffee was grown, and ""Carnaval"" the time of year when this particular lot was harvested, relatively early during February, thus associating it with pre-Lenten Carnaval festivities. Tactfully roasted at PT's Coffee, where the motto is ""without the love, it's just coffee."" Like all Esmeraldas, this exceptionally distinguished coffee is expensive: in this case $55.95 per 10-ounce bag. Visit www.ptscoffee.com or call 888-678-5282 for more information."
Panama El Burro Estate,94,Geisha Coffee Roaster,Florida,['Longwood'],['western Panama'],['Boquete growing region'],Medium,44.0,73.0,,,September 2009,9.0,8.0,8.0,9.0,9.0,"Intensely sweet flavor and aroma dominated by flowers, apricot and tangerine. Soft, syrupy mouthfeel, bright-toned but balanced acidity and a remarkably rich, brandy-toned flavor. Crisp finish with sweet stone fruit notes lingering in the long.","El Burro Estate is an award-winning coffee farm owned by the Lamastus family in Panama's famous Boquete growing region. Geisha Coffee Roaster is a Florida based Internet retailer with a wide assortment of coffee from around the world. The company has deep family ties to coffee farms in Panama, including this one. (However, the company name should not be confused with the Geisha or Gesha coffee variety, a particularly costly, distinguished variety of arabica also associated with Panama.) Visit www.geishacoffee.com or call 407-409-8704 for more information."
Ka’u Bourbon,95,Rusty's Hawaiian Coffee,Hawaii,['Pahala'],"['southwestern corner of the ""Big Island"" of Hawaii.']","[""Ka'u growing district""]",Medium,49.0,69.0,,,July 2009,9.0,9.0,8.0,9.0,10.0,"""An absolutely mind-blowing coffee"" for co-cupper Andy Newbom (93). ""Utterly pure yet soaringly intense,"" for Ken (97). ""Say fruit ten times,"" Andy reports, and then he does, mainly variations of grapefruit, apricot and melon with green apple and Bartlett pear thrown in for the finish. For Ken that entire nuance is wrapped up in the extraordinary, singular explosion of cedary, pungently sweet berry, the quintessential Bourbon character. The acidity is enveloped in sweetness; in Andy's colorful language it ""startles and snuggles all at once."" For mouthfeel Andy suggests ""crème fra&icirc;che Meyer lemon chiffon""; Ken sticks with a pedestrian ""syrupy."" Ken awarded a perfect 10 to the long, balanced, deeply flavor-saturated finish.","Ka'u is a newly emerging Hawaii coffee growing district centered 30 miles or so south of the famous Kona region. This extraordinary coffee is the result of a deliberate experiment isolating coffee from fifty or so trees of the Bourbon variety growing on a section of the small farm of Lorie Obra in Ka'u. Its unusual character doubtless derives from its Bourbon heritage, but its quality is owing to the sort of artisan meticulousness that rarely happens in such a thorough-going way in the practical, cost-driven world of coffee: Ripe fruit was picked by Lorie herself, not by hired pickers, the fruit removal was performed by the traditional ferment and wash method, and the sun-drying was particularly watchful. Lorie hopes to produce about fifty pounds of this coffee next year, at which time at least a few others besides the Coffee Review reviewers will have an opportunity to enjoy it. Lorie does roast and retail other coffees from her Rusty's Hawaiian farm, by the way, produced from trees of the Typica and Caturra varieties.  Visit www.rustyshawaiian.com or call 808-928-8916 for more information."
Kenya Peaberry Thika Gethumbwini,96,JBC Coffee Roasters,Wisconsin,['Madison'],['South-central Kenya'],[],Light,57.0,90.0,,,June 2009,8.0,9.0,8.0,9.0,8.0,"Clean, complex, impeccable. Exhilaratingly dominated by crisp, nut-toned dry berry (blackberry, ripe black currant) in aroma and cup. Lush, lightly wine-toned acidity; medium body; syrupy mouthfeel. The underlying sweetness in the cup carries into the long, flavor-permeated finish.","Despite national coffee leadership marked by confusion and recent social disorder, Kenya cooperatives continue to produce some of the world's most elegant and distinctive coffees. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading.  JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Burundi Kinyovu,95,Kaldi's Coffee Roasting,Missouri,['St. Louis'],['Burundi.'],['Kayanza Province'],Medium-Light,53.0,77.0,,,June 2009,9.0,9.0,8.0,9.0,9.0,"Co-cupper Jim Reynolds (95): ""This coffee scored well in every category. I especially liked the floral acidity - a nice vanilla and chocolate aspect to the flavor complemented the smooth - very smooth - mouthfeel."" Ken's praise (94) was nearly identical, though he added ""spicy fruit"" and a hint of lemon to his descriptors. Impressive flavor persistence in a long, rich finish. ","Burundi is a small, landlocked country in Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. This particular Burundi was produced from trees of the Bourbon variety and Bourbon derivative varieties Jackson and Mibirizi. Founded in 1994, Kaldi's Coffee is a quality-oriented small-batch roaster with several cafes throughout Missouri. Visit www.kaldiscoffee.com or call 888-892-6333 for more information."
Bonsai Blend Espresso,94,Velton's Coffee,Washington,['Seattle'],,[],Medium-Dark,37.0,47.0,,,May 2009,9.0,9.0,9.0,8.0,9.0,"Co-taster Byron Holcomb (94): ""On the nose, I got inviting, complex floral and strawberry notes. The body was vivacious - I could have said round, sweet, with a little savory edge, comforting, but vivacious will do."" Both Ken (94) and Byron found chocolate and malt in the flavor, with an assortment of additional descriptors that testify to the complexity of this blend: ""cedar, butter"" (Ken), ""lemon bar, spice"" (Byron). Both were impressed by the big, sweet, chocolaty bloom in milk, which Byron found was complicated by a continued, brightening hint of lemon zest. It appears that a very controlled, judicious use of cleanly fruity-fermented dry-processed coffees contributed to the round, sweet, complex richness of this versatile blend.    ","Located in Everett, Washington, north of Seattle, Velton's Coffee is a quality-focused small-batch wholesale roaster. Visit www.veltonscoffee.com or call 206-250-6130 for more information."
Ethiopia Yirgacheffe Beloya Selection 8,95,Barrington Coffee Roasting Co.,Massachusetts,['Lee'],['southern Ethiopia.'],"['Yirgacheffe growing region', ' Sidamo Province']",Light,65.0,91.0,,,April 2009,9.0,8.0,8.0,9.0,8.0,"Grandly fruity and sweetly fermented profile: port wine, raisiny dark chocolate, night flowers, blueberry, all carry with giddy intensity from aroma through cup to the long finish. Wine-like acidity, syrupy body, deep sweetness.","A dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Beloya Selection 8 is a specially prepared and selected lot of dry-processed coffee from the Yirgacheffe region exported by S.A. Bagersh and air-shipped directly from Ethiopia to the roaster. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information."
Romance by Paradise,95,Paradise Roasters,Minnesota,['Ramsey'],['Yemen'],[],Medium,51.0,66.0,,,February 2009,9.0,8.0,8.0,9.0,7.0,"Sweet fruit-punch aroma with notes of butter, flowers, wine and cedar. Lush fruit-toned acidity, silky body and complex flavors of guava nectar, honey, vanilla, berries and cherry-like chocolate. Fruit-saturated finish, with flavor hints outlasting a very slight astringency.","Available in a 12-ounce valve bag at $9.95. This blend is a variation on the classic Mocha-Java, the world's earliest blend, with an emphasis on dry-processed coffee from Yemen. Dry-processed or ""natural"" coffees are dried with the beans inside the fruit rather than after the fruit is removed, as is the case with wet-processed or ""washed"" coffees. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Kenya AA Gachatha,95,Willoughby's Coffee & Tea,Connecticut,['Branford'],['South-central Kenya.'],[],Medium,47.0,58.0,,,December 2008,9.0,8.0,8.0,9.0,8.0,"Dry berry notes (the famous Kenya ""black currant""), lemon, dusk flowers and a hint of dark chocolate open in the intense aroma and carry with pungent authority into the cup. Balanced acidity, supple mouthfeel, deep, flavor-saturated finish.  ","Despite stresses brought on by social unrest and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. AA is the highest grade of Kenya coffee based on bean size. Willoughby's Coffee & Tea is a pioneer specialty coffee roaster recently reinvigorated and refocused on artisan roasting and a very extensive collection of elite single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information."
“Kona Sweet” 100% Kona,97,Hula Daddy,Hawaii,['Holualoa'],['Hawaii'],['Holualoa'],Light,62.0,83.0,,,December 2008,9.0,8.0,8.0,9.0,9.0,"Intense, crisp, molassy sweet aroma: coffee cherry, aromatic wood, dusk flowers. In the cup soft but powerful acidity with a wine, or perhaps better, apple cider nuance. Delicate, silky mouthfeel, very sweet, continued coffee cherry, molasses, nut, aromatic wood, a hint of dusk flowers, all of which suggest at moments the most subtle milk chocolate imaginable. Smooth, clean, lightly flavor-saturated finish.","This coffee is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with wet-processed or ""washed"" coffees. Hula Daddy is a boutique coffee farm at the 1,400 foot level of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was prepared under the supervision of Miguel Meza, one of specialty coffee's younger visionaries. Visit www.huladaddy.com or call 888-553-2339 for more information."
Kenya Ndiara Full Flavor Roast,96,Terroir Coffee,Massachusetts,['Acton'],['Central Kenya'],['Kirinyaga growing district'],Medium-Light,56.0,75.0,,,December 2008,9.0,9.0,8.0,9.0,8.0,"A fresh, buoyant sweetness carries through the profile like a spring reverie. In the aroma: cherryish fruit, flowers, nut, a hint of honey. In the cup tartly rich acidity, syrupy mouthfeel. In the cup flowers and a perfectly ripe but pungently crisp fruit with a hint of lemon. Rich finish.","Despite stresses brought on by social unrest, charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world?s most elegant and distinctive coffees. This particular Kenya is produced on the Ndiara Estate, an eight-acre farm in the Kirinyaga district on the southern slope of Mt. Kenya. The coffee is made up entirely of the famous Bourbon-derived SL-28 variety of Arabica, the variety that produces most of the finest coffees of Kenya. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information."
Kenya Ndaroini Microlot,95,Counter Culture Coffee,North Carolina,['Durham'],['South-central Kenya.'],[],Medium,52.0,69.0,,,December 2008,9.0,8.0,8.0,9.0,9.0,"An intensely complex aroma: flowers, lemon, plum, pungent fresh-cut pine, toast. Fruit tones persist in the sweet acidity and delicately juicy mouthfeel. Balanced, rounded flavor: orangy sweetness to heady flowers to gentle chocolate notes. Finishes cleanly, with mild citrus notes that sweeten in the long.","Despite stresses brought on by social unrest, charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Counter Culture Coffee is a small-batch wholesale specialty roaster with an informative and lively website, a commitment to exceptional coffee and youthful, enthusiastic leadership. Visit www.counterculturecoffee.com or call 888-238-5282 for more information."
Kenya Mamuto,96,Terroir Coffee,Massachusetts,['Acton'],['South-central Kenya.'],[],Medium,49.0,69.0,,,November 2008,8.0,9.0,8.0,9.0,9.0,"Flowers, molasses, cocoa, sweet flowering grass in the aroma. Rich, tartly sweet acidity, silky mouthfeel, crisp yet lush flavor: dusk flowers, cocoa, molasses, dried black currant, raisin. Cleanly rich, raisin- and black-currant-saturated finish.","Despite stresses brought on by social unrest, charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information."
Sumatra Lintong,94,Terroir Coffee,Massachusetts,['Acton'],['Indonesia.'],"['Lintong growing region', ' North Sumatra Province']",Medium-Light,55.0,75.0,,,November 2008,9.0,8.0,9.0,9.0,8.0,"Lemon, apple, moist fallen leaves in aroma and cup, supported by a sweet pungency that suggests fresh-cut cedar or butterscotch. Round, full mouthfeel, quiet acidity, long, resonant finish.","Lintong is the traditional market name for an admired coffee type grown near Lake Toba in north-central Sumatra. It shares some of the unorthodox character of the regional type: a hint of earth, low-acid fruit, dense mouthfeel. This particular Sumatra adds a powerful sweetness and complexity to that traditional profile. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information."
Panama Elida Natural,95,Klatch Coffee,California,['San Dimas'],['western Panama'],['Boquete growing region'],Medium-Light,57.0,81.0,,,November 2008,8.0,8.0,8.0,9.0,9.0,"Intense aroma: sweet cherry and blueberry notes ride a pungent, fresh-cut cedar. In the cup the berry and cedar notes turn toward red wine and crisp cocoa. Sweet, rich, cocoa- and berry-saturated finish.","Produced by the award-winning Elida Estate, this is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with wet-processed or ""washed"" coffees. Coffee Klatch is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Coffee Klatch espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information."
Sumatra Danau Toba,94,Paradise Roasters,Minnesota,['Ramsey'],['Indonesia'],"['Lake Toba region', ' North Sumatra Province', ' Sumatra']",Medium-Light,50.0,74.0,,,November 2008,9.0,8.0,8.0,8.0,8.0,"Lavishly sweet and deeply pungent aroma. Grapefruit, cherry, moist leaf notes carry from aroma to cup to finish. Richly resonant acidity, dense body and a continued great sweetness and intense pungency in the cup. The finish is very slightly astringent but resonantly flavor saturated.","A traditional Sumatra of the type usually called Mandheling or Lintong from the classic growing regions near Lake Toba. It shares some of the unorthodox character of the regional type: a hint of earth, low-acid fruit, dense mouthfeel. This particular Sumatra adds a powerful sweetness and complexity to that traditional profile, however. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Ethiopia Sidamo Special Prep,95,PT's Coffee Roasting Co.,Kansas,['Topeka'],['southern Ethiopia.'],"['Yirgacheffe growing region', ' Sidamo Province']",Light,71.0,98.0,,,November 2008,9.0,8.0,8.0,9.0,10.0,"Complex aroma: distinct strawberry and table grape notes; hints of nut and cocoa. In the cup well-integrated acidity, lightly syrupy mouthfeel, and extraordinary flavor: wine-like and grapy but fresh; think nouveau Beaujolais, supported by ripe strawberry and cocoa. Long, sweet, cleanly grape- and strawberry-toned finish. Only a very, very slight salty unevenness in the cups discouraged an even higher rating for this striking coffee.","Special Prep, in this case, indicates that this is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with wet-processed or ""washed"" coffees. Certified organically grown. PT's is a quality-oriented wholesale/retail specialty roaster with a wide and refined selection of coffee blends and origins. The PT's motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information."
El Salvador Finca Kilimanjaro,95,PT's Coffee Roasting Co.,Kansas,['Topeka'],['El Salvador.'],['Santa Ana Department'],Light,71.0,99.0,,,November 2008,9.0,8.0,8.0,9.0,9.0,"Big, enveloping aroma: flowers, honey, strawberry-toned fruit, with a deepening hint of molasses and nut. Gently bright acidity, delicately smooth mouthfeel, lemon, cocoa, floral, distinct strawberry notes. Long, sweet, flavor-saturated finish; the subtle strawberry note in particular persists.","Named after East Africa's highest peak by Aida Batlle, one of El Salvador's (and Central America's) finest and most innovative coffee producers, Finca Kilimanjaro is planted with the famous SL28 variety of Arabica responsible for the finest coffees of Kenya. PT's is a quality-oriented wholesale/retail specialty roaster with a wide and refined selection of coffee blends and origins. The PT's motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information."
El Salvador Finca Siberia Pacamara,94,Batdorf & Bronson,Washington,['Olympia'],['El Salvador.'],['Santa Ana Department'],Medium,50.0,56.0,,,November 2008,8.0,8.0,8.0,8.0,9.0,"A pungent but sweet fruit character, subtle but striking, carries from aroma to finish, suggesting at various moments black currant, grapefruit, fresh-cut fir, butter, raisin, perhaps something one could call butterscotch. Very rich, sweetly clean, long finish.","The Pacamara variety, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon, has proven to produce exceptional coffee on many El Salvador farms. The dominant pungent fruit note in this coffee makes unusually clear reference to the Pacamara's bourbon heritage. Batdorf & Bronson is a leading wholesale quality-oriented specialty roaster with operations in both Olympia, Washington and Atlanta, Georgia. Visit www.batdorfcoffee.com or call 800-955-5282 for more information."
